O*NET-SOC Code,Title,Attribute Type,Element ID,Element Name,Scale Name,Data Value
51-6093.00,Upholsterers,Work Styles,1.C.2.b,Leadership,Importance,3.08
51-6093.00,Upholsterers,Work Styles,1.C.3.a,Cooperation,Importance,3.76
51-6093.00,Upholsterers,Work Styles,1.C.3.b,Concern for Others,Importance,3.25
51-6093.00,Upholsterers,Work Styles,1.C.3.c,Social Orientation,Importance,3.54
51-6093.00,Upholsterers,Work Styles,1.C.4.a,Self-Control,Importance,3.45
51-6093.00,Upholsterers,Work Styles,1.C.4.b,Stress Tolerance,Importance,3.24
51-6093.00,Upholsterers,Work Styles,1.C.4.c,Adaptability/Flexibility,Importance,3.49
51-6093.00,Upholsterers,Work Styles,1.C.5.a,Dependability,Importance,3.96
51-6093.00,Upholsterers,Work Styles,1.C.5.b,Attention to Detail,Importance,4.25
51-6093.00,Upholsterers,Work Styles,1.C.5.c,Integrity,Importance,3.83
51-6093.00,Upholsterers,Work Styles,1.C.6,Independence,Importance,3.26
51-6093.00,Upholsterers,Work Styles,1.C.7.a,Innovation,Importance,3.45
51-6093.00,Upholsterers,Work Styles,1.C.7.b,Analytical Thinking,Importance,3.15
51-7011.00,Cabinetmakers and Bench Carpenters,Work Styles,1.C.1.a,Achievement/Effort,Importance,3.45
51-7011.00,Cabinetmakers and Bench Carpenters,Work Styles,1.C.1.b,Persistence,Importance,3.72
51-7011.00,Cabinetmakers and Bench Carpenters,Work Styles,1.C.1.c,Initiative,Importance,3.62
51-7011.00,Cabinetmakers and Bench Carpenters,Work Styles,1.C.2.b,Leadership,Importance,2.88
51-7011.00,Cabinetmakers and Bench Carpenters,Work Styles,1.C.3.a,Cooperation,Importance,3.96
51-7011.00,Cabinetmakers and Bench Carpenters,Work Styles,1.C.3.b,Concern for Others,Importance,3.71
51-7011.00,Cabinetmakers and Bench Carpenters,Work Styles,1.C.3.c,Social Orientation,Importance,2.55
51-7011.00,Cabinetmakers and Bench Carpenters,Work Styles,1.C.4.a,Self-Control,Importance,3.73
51-7011.00,Cabinetmakers and Bench Carpenters,Work Styles,1.C.4.b,Stress Tolerance,Importance,3.85
51-7011.00,Cabinetmakers and Bench Carpenters,Work Styles,1.C.4.c,Adaptability/Flexibility,Importance,3.73
51-7011.00,Cabinetmakers and Bench Carpenters,Work Styles,1.C.5.a,Dependability,Importance,4.54
51-7011.00,Cabinetmakers and Bench Carpenters,Work Styles,1.C.5.b,Attention to Detail,Importance,4.48
51-7011.00,Cabinetmakers and Bench Carpenters,Work Styles,1.C.5.c,Integrity,Importance,3.65
51-7011.00,Cabinetmakers and Bench Carpenters,Work Styles,1.C.6,Independence,Importance,3.55
51-7011.00,Cabinetmakers and Bench Carpenters,Work Styles,1.C.7.a,Innovation,Importance,2.93
51-7011.00,Cabinetmakers and Bench Carpenters,Work Styles,1.C.7.b,Analytical Thinking,Importance,3.42
51-7021.00,Furniture Finishers,Work Styles,1.C.1.a,Achievement/Effort,Importance,3.49
51-7021.00,Furniture Finishers,Work Styles,1.C.1.b,Persistence,Importance,3.85
51-7021.00,Furniture Finishers,Work Styles,1.C.1.c,Initiative,Importance,3.75
51-7021.00,Furniture Finishers,Work Styles,1.C.2.b,Leadership,Importance,3.71
51-7021.00,Furniture Finishers,Work Styles,1.C.3.a,Cooperation,Importance,4.09
51-7021.00,Furniture Finishers,Work Styles,1.C.3.b,Concern for Others,Importance,3.73
51-7021.00,Furniture Finishers,Work Styles,1.C.3.c,Social Orientation,Importance,3.25
51-7021.00,Furniture Finishers,Work Styles,1.C.4.a,Self-Control,Importance,3.6
51-7021.00,Furniture Finishers,Work Styles,1.C.4.b,Stress Tolerance,Importance,2.99
51-7021.00,Furniture Finishers,Work Styles,1.C.4.c,Adaptability/Flexibility,Importance,3.43
51-7021.00,Furniture Finishers,Work Styles,1.C.5.a,Dependability,Importance,4.1
51-7021.00,Furniture Finishers,Work Styles,1.C.5.b,Attention to Detail,Importance,4.57
51-7021.00,Furniture Finishers,Work Styles,1.C.5.c,Integrity,Importance,3.72
51-7021.00,Furniture Finishers,Work Styles,1.C.6,Independence,Importance,3.8
51-7021.00,Furniture Finishers,Work Styles,1.C.7.a,Innovation,Importance,3.76
51-7021.00,Furniture Finishers,Work Styles,1.C.7.b,Analytical Thinking,Importance,3.56
51-7031.00,"Model Makers, Wood",Work Styles,1.C.1.a,Achievement/Effort,Importance,3.82
51-7031.00,"Model Makers, Wood",Work Styles,1.C.1.b,Persistence,Importance,3.68
51-7031.00,"Model Makers, Wood",Work Styles,1.C.1.c,Initiative,Importance,3.86
51-7031.00,"Model Makers, Wood",Work Styles,1.C.2.b,Leadership,Importance,3.78
51-7031.00,"Model Makers, Wood",Work Styles,1.C.3.a,Cooperation,Importance,3.88
51-7031.00,"Model Makers, Wood",Work Styles,1.C.3.b,Concern for Others,Importance,3.27
51-7031.00,"Model Makers, Wood",Work Styles,1.C.3.c,Social Orientation,Importance,3.13
51-7031.00,"Model Makers, Wood",Work Styles,1.C.4.a,Self-Control,Importance,4.09
51-7031.00,"Model Makers, Wood",Work Styles,1.C.4.b,Stress Tolerance,Importance,3.89
51-7031.00,"Model Makers, Wood",Work Styles,1.C.4.c,Adaptability/Flexibility,Importance,3.91
51-7031.00,"Model Makers, Wood",Work Styles,1.C.5.a,Dependability,Importance,4.16
51-7031.00,"Model Makers, Wood",Work Styles,1.C.5.b,Attention to Detail,Importance,4.54
51-7031.00,"Model Makers, Wood",Work Styles,1.C.5.c,Integrity,Importance,3.78
51-7031.00,"Model Makers, Wood",Work Styles,1.C.6,Independence,Importance,3.65
51-7031.00,"Model Makers, Wood",Work Styles,1.C.7.a,Innovation,Importance,3.99
51-7031.00,"Model Makers, Wood",Work Styles,1.C.7.b,Analytical Thinking,Importance,3.9
51-7032.00,"Patternmakers, Wood",Work Styles,1.C.1.a,Achievement/Effort,Importance,3.52
51-7032.00,"Patternmakers, Wood",Work Styles,1.C.1.b,Persistence,Importance,3.74
51-7032.00,"Patternmakers, Wood",Work Styles,1.C.1.c,Initiative,Importance,4.04
51-7032.00,"Patternmakers, Wood",Work Styles,1.C.2.b,Leadership,Importance,3.64
51-7032.00,"Patternmakers, Wood",Work Styles,1.C.3.a,Cooperation,Importance,3.93
51-7032.00,"Patternmakers, Wood",Work Styles,1.C.3.b,Concern for Others,Importance,3.44
51-7032.00,"Patternmakers, Wood",Work Styles,1.C.3.c,Social Orientation,Importance,3.19
51-7032.00,"Patternmakers, Wood",Work Styles,1.C.4.a,Self-Control,Importance,3.58
51-7032.00,"Patternmakers, Wood",Work Styles,1.C.4.b,Stress Tolerance,Importance,3.82
51-7032.00,"Patternmakers, Wood",Work Styles,1.C.4.c,Adaptability/Flexibility,Importance,3.78
51-7032.00,"Patternmakers, Wood",Work Styles,1.C.5.a,Dependability,Importance,4.46
51-7032.00,"Patternmakers, Wood",Work Styles,1.C.5.b,Attention to Detail,Importance,4.64
51-7032.00,"Patternmakers, Wood",Work Styles,1.C.5.c,Integrity,Importance,3.9
51-7032.00,"Patternmakers, Wood",Work Styles,1.C.6,Independence,Importance,3.58
51-7032.00,"Patternmakers, Wood",Work Styles,1.C.7.a,Innovation,Importance,3.69
51-7032.00,"Patternmakers, Wood",Work Styles,1.C.7.b,Analytical Thinking,Importance,3.68
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",Work Styles,1.C.1.a,Achievement/Effort,Importance,3.37
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",Work Styles,1.C.1.b,Persistence,Importance,4.05
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",Work Styles,1.C.1.c,Initiative,Importance,3.9
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",Work Styles,1.C.2.b,Leadership,Importance,3.25
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",Work Styles,1.C.3.a,Cooperation,Importance,3.94
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",Work Styles,1.C.3.b,Concern for Others,Importance,3.87
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",Work Styles,1.C.3.c,Social Orientation,Importance,3.15
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",Work Styles,1.C.4.a,Self-Control,Importance,4.16
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",Work Styles,1.C.4.b,Stress Tolerance,Importance,4.17
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",Work Styles,1.C.4.c,Adaptability/Flexibility,Importance,3.59
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",Work Styles,1.C.5.a,Dependability,Importance,4.29
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",Work Styles,1.C.5.b,Attention to Detail,Importance,4.3
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",Work Styles,1.C.5.c,Integrity,Importance,4.03
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",Work Styles,1.C.6,Independence,Importance,4.0
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",Work Styles,1.C.7.a,Innovation,Importance,3.5
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",Work Styles,1.C.7.b,Analytical Thinking,Importance,3.21
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Work Styles,1.C.1.a,Achievement/Effort,Importance,3.28
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Work Styles,1.C.1.b,Persistence,Importance,3.53
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Work Styles,1.C.1.c,Initiative,Importance,3.32
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Work Styles,1.C.2.b,Leadership,Importance,2.74
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Work Styles,1.C.3.a,Cooperation,Importance,3.53
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Work Styles,1.C.3.b,Concern for Others,Importance,3.1
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Work Styles,1.C.3.c,Social Orientation,Importance,2.46
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Work Styles,1.C.4.a,Self-Control,Importance,3.49
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Work Styles,1.C.4.b,Stress Tolerance,Importance,3.35
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Work Styles,1.C.4.c,Adaptability/Flexibility,Importance,3.71
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Work Styles,1.C.5.a,Dependability,Importance,4.21
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Work Styles,1.C.5.b,Attention to Detail,Importance,4.4
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Work Styles,1.C.5.c,Integrity,Importance,3.61
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Work Styles,1.C.6,Independence,Importance,3.68
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Work Styles,1.C.7.a,Innovation,Importance,3.44
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Work Styles,1.C.7.b,Analytical Thinking,Importance,3.48
51-8011.00,Nuclear Power Reactor Operators,Work Styles,1.C.1.a,Achievement/Effort,Importance,3.83
51-8011.00,Nuclear Power Reactor Operators,Work Styles,1.C.1.b,Persistence,Importance,3.66
51-8011.00,Nuclear Power Reactor Operators,Work Styles,1.C.1.c,Initiative,Importance,3.53
51-8011.00,Nuclear Power Reactor Operators,Work Styles,1.C.2.b,Leadership,Importance,3.63
51-8011.00,Nuclear Power Reactor Operators,Work Styles,1.C.3.a,Cooperation,Importance,3.94
51-8011.00,Nuclear Power Reactor Operators,Work Styles,1.C.3.b,Concern for Others,Importance,3.21
51-8011.00,Nuclear Power Reactor Operators,Work Styles,1.C.3.c,Social Orientation,Importance,3.07
51-8011.00,Nuclear Power Reactor Operators,Work Styles,1.C.4.a,Self-Control,Importance,3.97
51-8011.00,Nuclear Power Reactor Operators,Work Styles,1.C.4.b,Stress Tolerance,Importance,4.4
51-8011.00,Nuclear Power Reactor Operators,Work Styles,1.C.4.c,Adaptability/Flexibility,Importance,3.94
51-8011.00,Nuclear Power Reactor Operators,Work Styles,1.C.5.a,Dependability,Importance,4.55
51-8011.00,Nuclear Power Reactor Operators,Work Styles,1.C.5.b,Attention to Detail,Importance,4.96
51-8011.00,Nuclear Power Reactor Operators,Work Styles,1.C.5.c,Integrity,Importance,4.84
51-8011.00,Nuclear Power Reactor Operators,Work Styles,1.C.6,Independence,Importance,2.91
51-8011.00,Nuclear Power Reactor Operators,Work Styles,1.C.7.a,Innovation,Importance,2.6
51-8011.00,Nuclear Power Reactor Operators,Work Styles,1.C.7.b,Analytical Thinking,Importance,4.14
51-8012.00,Power Distributors and Dispatchers,Work Styles,1.C.1.a,Achievement/Effort,Importance,4.0
51-8012.00,Power Distributors and Dispatchers,Work Styles,1.C.1.b,Persistence,Importance,4.1
51-8012.00,Power Distributors and Dispatchers,Work Styles,1.C.1.c,Initiative,Importance,3.94
51-8012.00,Power Distributors and Dispatchers,Work Styles,1.C.2.b,Leadership,Importance,3.57
51-8012.00,Power Distributors and Dispatchers,Work Styles,1.C.3.a,Cooperation,Importance,3.88
51-8012.00,Power Distributors and Dispatchers,Work Styles,1.C.3.b,Concern for Others,Importance,3.58
51-8012.00,Power Distributors and Dispatchers,Work Styles,1.C.3.c,Social Orientation,Importance,2.97
51-8012.00,Power Distributors and Dispatchers,Work Styles,1.C.4.a,Self-Control,Importance,4.24
51-8012.00,Power Distributors and Dispatchers,Work Styles,1.C.4.b,Stress Tolerance,Importance,4.26
51-8012.00,Power Distributors and Dispatchers,Work Styles,1.C.4.c,Adaptability/Flexibility,Importance,3.96
51-8012.00,Power Distributors and Dispatchers,Work Styles,1.C.5.a,Dependability,Importance,4.57
51-8012.00,Power Distributors and Dispatchers,Work Styles,1.C.5.b,Attention to Detail,Importance,4.52
51-8012.00,Power Distributors and Dispatchers,Work Styles,1.C.5.c,Integrity,Importance,4.16
51-8012.00,Power Distributors and Dispatchers,Work Styles,1.C.6,Independence,Importance,3.76
51-8012.00,Power Distributors and Dispatchers,Work Styles,1.C.7.a,Innovation,Importance,3.27
51-8012.00,Power Distributors and Dispatchers,Work Styles,1.C.7.b,Analytical Thinking,Importance,4.0
51-8013.00,Power Plant Operators,Work Styles,1.C.1.a,Achievement/Effort,Importance,3.53
51-8013.00,Power Plant Operators,Work Styles,1.C.1.b,Persistence,Importance,3.78
51-8013.00,Power Plant Operators,Work Styles,1.C.1.c,Initiative,Importance,3.75
51-8013.00,Power Plant Operators,Work Styles,1.C.2.b,Leadership,Importance,3.47
51-8013.00,Power Plant Operators,Work Styles,1.C.3.a,Cooperation,Importance,3.73
51-8013.00,Power Plant Operators,Work Styles,1.C.3.b,Concern for Others,Importance,3.61
51-8013.00,Power Plant Operators,Work Styles,1.C.3.c,Social Orientation,Importance,3.32
51-8013.00,Power Plant Operators,Work Styles,1.C.4.a,Self-Control,Importance,4.05
51-8013.00,Power Plant Operators,Work Styles,1.C.4.b,Stress Tolerance,Importance,4.2
51-8013.00,Power Plant Operators,Work Styles,1.C.4.c,Adaptability/Flexibility,Importance,3.85
51-8013.00,Power Plant Operators,Work Styles,1.C.5.a,Dependability,Importance,4.37
51-8013.00,Power Plant Operators,Work Styles,1.C.5.b,Attention to Detail,Importance,4.22
51-8013.00,Power Plant Operators,Work Styles,1.C.5.c,Integrity,Importance,3.73
51-8013.00,Power Plant Operators,Work Styles,1.C.6,Independence,Importance,3.84
51-8013.00,Power Plant Operators,Work Styles,1.C.7.a,Innovation,Importance,3.11
51-8013.00,Power Plant Operators,Work Styles,1.C.7.b,Analytical Thinking,Importance,3.46
51-8013.03,Biomass Plant Technicians,Work Styles,1.C.1.a,Achievement/Effort,Importance,3.42
51-8013.03,Biomass Plant Technicians,Work Styles,1.C.1.b,Persistence,Importance,3.53
51-8013.03,Biomass Plant Technicians,Work Styles,1.C.1.c,Initiative,Importance,3.59
51-8013.03,Biomass Plant Technicians,Work Styles,1.C.2.b,Leadership,Importance,3.28
51-8013.03,Biomass Plant Technicians,Work Styles,1.C.3.a,Cooperation,Importance,3.99
51-8013.03,Biomass Plant Technicians,Work Styles,1.C.3.b,Concern for Others,Importance,3.3
51-8013.03,Biomass Plant Technicians,Work Styles,1.C.3.c,Social Orientation,Importance,2.9
51-8013.03,Biomass Plant Technicians,Work Styles,1.C.4.a,Self-Control,Importance,3.58
51-8013.03,Biomass Plant Technicians,Work Styles,1.C.4.b,Stress Tolerance,Importance,3.87
51-8013.03,Biomass Plant Technicians,Work Styles,1.C.4.c,Adaptability/Flexibility,Importance,3.59
51-8013.03,Biomass Plant Technicians,Work Styles,1.C.5.a,Dependability,Importance,4.11
51-8013.03,Biomass Plant Technicians,Work Styles,1.C.5.b,Attention to Detail,Importance,4.0
51-8013.03,Biomass Plant Technicians,Work Styles,1.C.5.c,Integrity,Importance,3.52
51-8013.03,Biomass Plant Technicians,Work Styles,1.C.6,Independence,Importance,3.55
51-8013.03,Biomass Plant Technicians,Work Styles,1.C.7.a,Innovation,Importance,2.82
51-8013.03,Biomass Plant Technicians,Work Styles,1.C.7.b,Analytical Thinking,Importance,3.42
51-8013.04,Hydroelectric Plant Technicians,Work Styles,1.C.1.a,Achievement/Effort,Importance,3.45
51-8013.04,Hydroelectric Plant Technicians,Work Styles,1.C.1.b,Persistence,Importance,3.74
51-8013.04,Hydroelectric Plant Technicians,Work Styles,1.C.1.c,Initiative,Importance,3.83
51-8013.04,Hydroelectric Plant Technicians,Work Styles,1.C.2.b,Leadership,Importance,3.3
51-8013.04,Hydroelectric Plant Technicians,Work Styles,1.C.3.a,Cooperation,Importance,3.82
51-8013.04,Hydroelectric Plant Technicians,Work Styles,1.C.3.b,Concern for Others,Importance,3.68
51-8013.04,Hydroelectric Plant Technicians,Work Styles,1.C.3.c,Social Orientation,Importance,2.92
51-8013.04,Hydroelectric Plant Technicians,Work Styles,1.C.4.a,Self-Control,Importance,3.88
51-8013.04,Hydroelectric Plant Technicians,Work Styles,1.C.4.b,Stress Tolerance,Importance,3.81
51-8013.04,Hydroelectric Plant Technicians,Work Styles,1.C.4.c,Adaptability/Flexibility,Importance,3.7
51-8013.04,Hydroelectric Plant Technicians,Work Styles,1.C.5.a,Dependability,Importance,4.48
51-8013.04,Hydroelectric Plant Technicians,Work Styles,1.C.5.b,Attention to Detail,Importance,4.21
51-8013.04,Hydroelectric Plant Technicians,Work Styles,1.C.5.c,Integrity,Importance,3.99
51-8013.04,Hydroelectric Plant Technicians,Work Styles,1.C.6,Independence,Importance,3.93
51-8013.04,Hydroelectric Plant Technicians,Work Styles,1.C.7.a,Innovation,Importance,3.74
51-8013.04,Hydroelectric Plant Technicians,Work Styles,1.C.7.b,Analytical Thinking,Importance,3.94
51-8021.00,Stationary Engineers and Boiler Operators,Work Styles,1.C.1.a,Achievement/Effort,Importance,3.44
51-8021.00,Stationary Engineers and Boiler Operators,Work Styles,1.C.1.b,Persistence,Importance,3.36
51-8021.00,Stationary Engineers and Boiler Operators,Work Styles,1.C.1.c,Initiative,Importance,3.65
51-8021.00,Stationary Engineers and Boiler Operators,Work Styles,1.C.2.b,Leadership,Importance,3.24
51-8021.00,Stationary Engineers and Boiler Operators,Work Styles,1.C.3.a,Cooperation,Importance,3.93
51-8021.00,Stationary Engineers and Boiler Operators,Work Styles,1.C.3.b,Concern for Others,Importance,3.68
51-8021.00,Stationary Engineers and Boiler Operators,Work Styles,1.C.3.c,Social Orientation,Importance,3.18
51-8021.00,Stationary Engineers and Boiler Operators,Work Styles,1.C.4.a,Self-Control,Importance,3.79
51-8021.00,Stationary Engineers and Boiler Operators,Work Styles,1.C.4.b,Stress Tolerance,Importance,3.81
51-8021.00,Stationary Engineers and Boiler Operators,Work Styles,1.C.4.c,Adaptability/Flexibility,Importance,3.95
51-8021.00,Stationary Engineers and Boiler Operators,Work Styles,1.C.5.a,Dependability,Importance,4.36
51-8021.00,Stationary Engineers and Boiler Operators,Work Styles,1.C.5.b,Attention to Detail,Importance,4.36
51-8021.00,Stationary Engineers and Boiler Operators,Work Styles,1.C.5.c,Integrity,Importance,4.17
51-8021.00,Stationary Engineers and Boiler Operators,Work Styles,1.C.6,Independence,Importance,3.99
51-8021.00,Stationary Engineers and Boiler Operators,Work Styles,1.C.7.a,Innovation,Importance,3.56
51-8021.00,Stationary Engineers and Boiler Operators,Work Styles,1.C.7.b,Analytical Thinking,Importance,3.68
51-8031.00,Water and Wastewater Treatment Plant and System Operators,Work Styles,1.C.1.a,Achievement/Effort,Importance,3.26
51-8031.00,Water and Wastewater Treatment Plant and System Operators,Work Styles,1.C.1.b,Persistence,Importance,3.14
51-8031.00,Water and Wastewater Treatment Plant and System Operators,Work Styles,1.C.1.c,Initiative,Importance,3.76
51-8031.00,Water and Wastewater Treatment Plant and System Operators,Work Styles,1.C.2.b,Leadership,Importance,3.69
51-8031.00,Water and Wastewater Treatment Plant and System Operators,Work Styles,1.C.3.a,Cooperation,Importance,3.68
51-8031.00,Water and Wastewater Treatment Plant and System Operators,Work Styles,1.C.3.b,Concern for Others,Importance,3.75
51-8031.00,Water and Wastewater Treatment Plant and System Operators,Work Styles,1.C.3.c,Social Orientation,Importance,3.03
51-8031.00,Water and Wastewater Treatment Plant and System Operators,Work Styles,1.C.4.a,Self-Control,Importance,3.49
51-8031.00,Water and Wastewater Treatment Plant and System Operators,Work Styles,1.C.4.b,Stress Tolerance,Importance,3.3
51-8031.00,Water and Wastewater Treatment Plant and System Operators,Work Styles,1.C.4.c,Adaptability/Flexibility,Importance,3.64
51-8031.00,Water and Wastewater Treatment Plant and System Operators,Work Styles,1.C.5.a,Dependability,Importance,4.11
51-8031.00,Water and Wastewater Treatment Plant and System Operators,Work Styles,1.C.5.b,Attention to Detail,Importance,4.0
51-8031.00,Water and Wastewater Treatment Plant and System Operators,Work Styles,1.C.5.c,Integrity,Importance,4.15
51-8031.00,Water and Wastewater Treatment Plant and System Operators,Work Styles,1.C.6,Independence,Importance,3.96
51-8031.00,Water and Wastewater Treatment Plant and System Operators,Work Styles,1.C.7.a,Innovation,Importance,3.11
51-8031.00,Water and Wastewater Treatment Plant and System Operators,Work Styles,1.C.7.b,Analytical Thinking,Importance,3.48
51-8091.00,Chemical Plant and System Operators,Work Styles,1.C.1.a,Achievement/Effort,Importance,3.44
51-8091.00,Chemical Plant and System Operators,Work Styles,1.C.1.b,Persistence,Importance,3.47
51-8091.00,Chemical Plant and System Operators,Work Styles,1.C.1.c,Initiative,Importance,3.66
51-8091.00,Chemical Plant and System Operators,Work Styles,1.C.2.b,Leadership,Importance,3.32
51-8091.00,Chemical Plant and System Operators,Work Styles,1.C.3.a,Cooperation,Importance,3.67
51-8091.00,Chemical Plant and System Operators,Work Styles,1.C.3.b,Concern for Others,Importance,3.61
51-8091.00,Chemical Plant and System Operators,Work Styles,1.C.3.c,Social Orientation,Importance,3.24
51-8091.00,Chemical Plant and System Operators,Work Styles,1.C.4.a,Self-Control,Importance,3.6
51-8091.00,Chemical Plant and System Operators,Work Styles,1.C.4.b,Stress Tolerance,Importance,4.03
51-8091.00,Chemical Plant and System Operators,Work Styles,1.C.4.c,Adaptability/Flexibility,Importance,2.94
51-8091.00,Chemical Plant and System Operators,Work Styles,1.C.5.a,Dependability,Importance,4.55
51-8091.00,Chemical Plant and System Operators,Work Styles,1.C.5.b,Attention to Detail,Importance,4.31
51-8091.00,Chemical Plant and System Operators,Work Styles,1.C.5.c,Integrity,Importance,4.29
51-8091.00,Chemical Plant and System Operators,Work Styles,1.C.6,Independence,Importance,3.63
51-8091.00,Chemical Plant and System Operators,Work Styles,1.C.7.a,Innovation,Importance,2.7
51-8091.00,Chemical Plant and System Operators,Work Styles,1.C.7.b,Analytical Thinking,Importance,3.7
51-8092.00,Gas Plant Operators,Work Styles,1.C.1.a,Achievement/Effort,Importance,3.58
51-8092.00,Gas Plant Operators,Work Styles,1.C.1.b,Persistence,Importance,3.74
51-8092.00,Gas Plant Operators,Work Styles,1.C.1.c,Initiative,Importance,3.96
51-8092.00,Gas Plant Operators,Work Styles,1.C.2.b,Leadership,Importance,3.84
51-8092.00,Gas Plant Operators,Work Styles,1.C.3.a,Cooperation,Importance,4.03
51-8092.00,Gas Plant Operators,Work Styles,1.C.3.b,Concern for Others,Importance,3.83
51-8092.00,Gas Plant Operators,Work Styles,1.C.3.c,Social Orientation,Importance,3.52
51-8092.00,Gas Plant Operators,Work Styles,1.C.4.a,Self-Control,Importance,3.85
51-8092.00,Gas Plant Operators,Work Styles,1.C.4.b,Stress Tolerance,Importance,3.89
51-8092.00,Gas Plant Operators,Work Styles,1.C.4.c,Adaptability/Flexibility,Importance,3.96
51-8092.00,Gas Plant Operators,Work Styles,1.C.5.a,Dependability,Importance,4.51
51-8092.00,Gas Plant Operators,Work Styles,1.C.5.b,Attention to Detail,Importance,4.38
51-8092.00,Gas Plant Operators,Work Styles,1.C.5.c,Integrity,Importance,4.19
51-8092.00,Gas Plant Operators,Work Styles,1.C.6,Independence,Importance,3.98
51-8092.00,Gas Plant Operators,Work Styles,1.C.7.a,Innovation,Importance,3.2
51-8092.00,Gas Plant Operators,Work Styles,1.C.7.b,Analytical Thinking,Importance,4.02
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Work Styles,1.C.1.a,Achievement/Effort,Importance,3.71
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Work Styles,1.C.1.b,Persistence,Importance,3.71
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Work Styles,1.C.1.c,Initiative,Importance,3.9
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Work Styles,1.C.2.b,Leadership,Importance,3.49
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Work Styles,1.C.3.a,Cooperation,Importance,3.94
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Work Styles,1.C.3.b,Concern for Others,Importance,3.93
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Work Styles,1.C.3.c,Social Orientation,Importance,3.38
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Work Styles,1.C.4.a,Self-Control,Importance,3.95
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Work Styles,1.C.4.b,Stress Tolerance,Importance,3.82
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Work Styles,1.C.4.c,Adaptability/Flexibility,Importance,3.91
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Work Styles,1.C.5.a,Dependability,Importance,4.33
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Work Styles,1.C.5.b,Attention to Detail,Importance,4.12
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Work Styles,1.C.5.c,Integrity,Importance,4.07
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Work Styles,1.C.6,Independence,Importance,4.08
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Work Styles,1.C.7.a,Innovation,Importance,3.57
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Work Styles,1.C.7.b,Analytical Thinking,Importance,3.98
51-8099.01,Biofuels Processing Technicians,Work Styles,1.C.1.a,Achievement/Effort,Importance,3.24
51-8099.01,Biofuels Processing Technicians,Work Styles,1.C.1.b,Persistence,Importance,3.54
